cve_id,published_date,description,cvss_base_score,vendor,product_name,version_start,version_end,version_note,cisa_kev,first_epss,reference_url,source_snapshot_date
CVE-2024-1956,2024-08-12,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.6,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.04709,https://nvd.nist.gov/vuln/detail/CVE-2024-1956,2025-01-15
CVE-2026-8385,2026-09-13,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,6.7,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.67249,https://nvd.nist.gov/vuln/detail/CVE-2026-8385,2025-01-15
CVE-2025-7002,2025-10-14,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,5.1,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.02623,https://nvd.nist.gov/vuln/detail/CVE-2025-7002,2025-01-15
CVE-2025-6450,2025-11-15,Privilege escalation in Identity Provider SaaS daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.6,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.03172,https://nvd.nist.gov/vuln/detail/CVE-2025-6450,2025-01-15
CVE-2024-1504,2024-12-16,SQL injection flaw in Cloud Database Engine backend parser allows unauthorized read and write access to sensitive database tables,8.1,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.00902,https://nvd.nist.gov/vuln/detail/CVE-2024-1504,2025-01-15
CVE-2026-8164,2026-01-17,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,5.8,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.03137,https://nvd.nist.gov/vuln/detail/CVE-2026-8164,2025-01-15
CVE-2022-4376,2022-02-18,Pre-authentication buffer overflow in Web Application Firewall network listener leads to remote code execution,9.8,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.03548,https://nvd.nist.gov/vuln/detail/CVE-2022-4376,2025-01-15
CVE-2022-1391,2022-03-19,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.9,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.04337,https://nvd.nist.gov/vuln/detail/CVE-2022-1391,2025-01-15
CVE-2026-2678,2026-04-20,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.6,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.03696,https://nvd.nist.gov/vuln/detail/CVE-2026-2678,2025-01-15
CVE-2023-4627,2023-05-21,Improper certificate validation in Enterprise Router OS TLS transport handler allows man-in-the-middle data interception,4.1,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.02279,https://nvd.nist.gov/vuln/detail/CVE-2023-4627,2025-01-15
CVE-2026-5893,2026-06-22,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,8.4,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.01113,https://nvd.nist.gov/vuln/detail/CVE-2026-5893,2025-01-15
CVE-2023-3869,2023-07-23,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,6.6,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.03631,https://nvd.nist.gov/vuln/detail/CVE-2023-3869,2025-01-15
CVE-2025-3368,2025-08-24,Privilege escalation in Enterprise Router OS daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.9,NetRoute,Enterprise Router OS,12.0,12.5,,True,0.91983,https://nvd.nist.gov/vuln/detail/CVE-2025-3368,2025-01-15
CVE-2026-7019,2026-09-25,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.3,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.0036,https://nvd.nist.gov/vuln/detail/CVE-2026-7019,2025-01-15
CVE-2026-5893,2026-10-26,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,8.8,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.02744,https://nvd.nist.gov/vuln/detail/CVE-2026-5893,2025-01-15
CVE-2022-5777,2022-11-27,Privilege escalation in Identity Provider SaaS daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.7,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.02631,https://nvd.nist.gov/vuln/detail/CVE-2022-5777,2025-01-15
CVE-2024-5488,2024-12-28,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,7.8,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.02698,https://nvd.nist.gov/vuln/detail/CVE-2024-5488,2025-01-15
CVE-2024-6177,2024-01-01,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,5.2,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.02374,https://nvd.nist.gov/vuln/detail/CVE-2024-6177,2025-01-15
CVE-2022-2648,2022-02-02,Pre-authentication buffer overflow in Enterprise Router OS network listener leads to remote code execution,9.5,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.03943,https://nvd.nist.gov/vuln/detail/CVE-2022-2648,2025-01-15
CVE-2025-3693,2025-03-03,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.9,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.02701,https://nvd.nist.gov/vuln/detail/CVE-2025-3693,2025-01-15
CVE-2025-4709,2025-04-04,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,6.1,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.01574,https://nvd.nist.gov/vuln/detail/CVE-2025-4709,2025-01-15
CVE-2026-7873,2026-05-05,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,6.0,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.04709,https://nvd.nist.gov/vuln/detail/CVE-2026-7873,2025-01-15
CVE-2023-1197,2023-06-06,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.6,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.02541,https://nvd.nist.gov/vuln/detail/CVE-2023-1197,2025-01-15
CVE-2022-1190,2022-07-07,Remote code execution in Enterprise Router OS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.04301,https://nvd.nist.gov/vuln/detail/CVE-2022-1190,2025-01-15
CVE-2022-5000,2022-08-08,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.0,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.03485,https://nvd.nist.gov/vuln/detail/CVE-2022-5000,2025-01-15
CVE-2025-7287,2025-09-09,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,5.0,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,True,0.78874,https://nvd.nist.gov/vuln/detail/CVE-2025-7287,2025-01-15
CVE-2025-6073,2025-10-10,Pre-authentication buffer overflow in Cloud Database Engine network listener leads to remote code execution,9.3,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.02932,https://nvd.nist.gov/vuln/detail/CVE-2025-6073,2025-01-15
CVE-2024-8343,2024-11-11,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.3,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.01256,https://nvd.nist.gov/vuln/detail/CVE-2024-8343,2025-01-15
CVE-2023-3869,2023-12-12,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,6.0,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.04932,https://nvd.nist.gov/vuln/detail/CVE-2023-3869,2025-01-15
CVE-2024-1225,2024-01-13,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,6.6,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.03526,https://nvd.nist.gov/vuln/detail/CVE-2024-1225,2025-01-15
CVE-2022-1391,2022-02-14,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,7.0,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.04903,https://nvd.nist.gov/vuln/detail/CVE-2022-1391,2025-01-15
CVE-2022-8404,2022-03-15,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,7.7,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.0207,https://nvd.nist.gov/vuln/detail/CVE-2022-8404,2025-01-15
CVE-2025-2585,2025-04-16,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,5.3,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.0367,https://nvd.nist.gov/vuln/detail/CVE-2025-2585,2025-01-15
CVE-2022-2306,2022-05-17,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.8,NetRoute,Enterprise Router OS,9.0,11.5,,False,0.00681,https://nvd.nist.gov/vuln/detail/CVE-2022-2306,2025-01-15
CVE-2022-1391,2022-06-18,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.4,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.02732,https://nvd.nist.gov/vuln/detail/CVE-2022-1391,2025-01-15
CVE-2024-3703,2024-07-19,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,7.3,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.02591,https://nvd.nist.gov/vuln/detail/CVE-2024-3703,2025-01-15
CVE-2024-9838,2024-08-20,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.01785,https://nvd.nist.gov/vuln/detail/CVE-2024-9838,2025-01-15
CVE-2025-9571,2025-09-21,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,8.2,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.00274,https://nvd.nist.gov/vuln/detail/CVE-2025-9571,2025-01-15
CVE-2023-5736,2023-10-22,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,6.3,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.01898,https://nvd.nist.gov/vuln/detail/CVE-2023-5736,2025-01-15
CVE-2024-2409,2024-11-23,Improper certificate validation in Embedded IoT Gateway TLS transport handler allows man-in-the-middle data interception,4.6,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.69509,https://nvd.nist.gov/vuln/detail/CVE-2024-2409,2025-01-15
CVE-2022-3141,2022-12-24,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,7.3,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.03403,https://nvd.nist.gov/vuln/detail/CVE-2022-3141,2025-01-15
CVE-2022-5611,2022-01-25,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.0,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.00891,https://nvd.nist.gov/vuln/detail/CVE-2022-5611,2025-01-15
CVE-2025-4709,2025-02-26,Pre-authentication buffer overflow in Cloud Database Engine network listener leads to remote code execution,9.3,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.00825,https://nvd.nist.gov/vuln/detail/CVE-2025-4709,2025-01-15
CVE-2025-6919,2025-03-27,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,8.3,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.01603,https://nvd.nist.gov/vuln/detail/CVE-2025-6919,2025-01-15
CVE-2023-7905,2023-04-28,Authentication bypass in Enterprise Router OS session handling allows unauthenticated attacker to bypass administrative controls,7.5,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.02281,https://nvd.nist.gov/vuln/detail/CVE-2023-7905,2025-01-15
CVE-2023-9945,2023-05-01,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,5.9,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.03488,https://nvd.nist.gov/vuln/detail/CVE-2023-9945,2025-01-15
CVE-2022-2324,2022-06-02,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,7.6,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.04084,https://nvd.nist.gov/vuln/detail/CVE-2022-2324,2025-01-15
CVE-2026-4072,2026-07-03,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,8.7,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.00796,https://nvd.nist.gov/vuln/detail/CVE-2026-4072,2025-01-15
CVE-2023-8330,2023-08-04,Information disclosure in Core Banking Framework API endpoint leaks sensitive cryptographic keys and internal session tokens,5.6,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,True,0.89785,https://nvd.nist.gov/vuln/detail/CVE-2023-8330,2025-01-15
CVE-2026-6801,2026-09-05,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,7.8,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.02173,https://nvd.nist.gov/vuln/detail/CVE-2026-6801,2025-01-15
CVE-2023-9932,2023-10-06,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,6.6,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.80864,https://nvd.nist.gov/vuln/detail/CVE-2023-9932,2025-01-15
CVE-2025-7799,2025-11-07,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.4,FinTech Systems,Core Banking Framework,4.3.0,4.8.0,,False,0.01667,https://nvd.nist.gov/vuln/detail/CVE-2025-7799,2025-01-15
CVE-2026-5175,2026-12-08,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,8.8,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.01245,https://nvd.nist.gov/vuln/detail/CVE-2026-5175,2025-01-15
CVE-2022-8339,2022-01-09,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,5.9,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.04253,https://nvd.nist.gov/vuln/detail/CVE-2022-8339,2025-01-15
CVE-2022-9053,2022-02-10,Cross-site scripting (XSS) and CSRF in Web Application Firewall web interface allows attacker to hijack authenticated analyst sessions,4.1,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.03823,https://nvd.nist.gov/vuln/detail/CVE-2022-9053,2025-01-15
CVE-2026-5465,2026-03-11,Improper certificate validation in Identity Provider SaaS TLS transport handler allows man-in-the-middle data interception,4.0,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.02042,https://nvd.nist.gov/vuln/detail/CVE-2026-5465,2025-01-15
CVE-2024-9319,2024-04-12,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,7.4,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.01889,https://nvd.nist.gov/vuln/detail/CVE-2024-9319,2025-01-15
CVE-2024-4152,2024-05-13,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.8,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.02496,https://nvd.nist.gov/vuln/detail/CVE-2024-4152,2025-01-15
CVE-2022-3502,2022-06-14,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,6.8,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.04749,https://nvd.nist.gov/vuln/detail/CVE-2022-3502,2025-01-15
CVE-2024-5496,2024-07-15,Authentication bypass in Enterprise Router OS session handling allows unauthenticated attacker to bypass administrative controls,7.9,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.67719,https://nvd.nist.gov/vuln/detail/CVE-2024-5496,2025-01-15
CVE-2026-8574,2026-08-16,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.5,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.69421,https://nvd.nist.gov/vuln/detail/CVE-2026-8574,2025-01-15
CVE-2023-8721,2023-09-17,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,6.7,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.04556,https://nvd.nist.gov/vuln/detail/CVE-2023-8721,2025-01-15
CVE-2024-3703,2024-10-18,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,7.5,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.00307,https://nvd.nist.gov/vuln/detail/CVE-2024-3703,2025-01-15
CVE-2025-3205,2025-11-19,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.0,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.04436,https://nvd.nist.gov/vuln/detail/CVE-2025-3205,2025-01-15
CVE-2023-6854,2023-12-20,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,8.8,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.43638,https://nvd.nist.gov/vuln/detail/CVE-2023-6854,2025-01-15
CVE-2022-8114,2022-01-21,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,8.1,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.04707,https://nvd.nist.gov/vuln/detail/CVE-2022-8114,2025-01-15
CVE-2023-9945,2023-02-22,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,6.0,SecNet,Web Application Firewall,3.0.0,3.1.0,,True,0.96323,https://nvd.nist.gov/vuln/detail/CVE-2023-9945,2025-01-15
CVE-2025-6301,2025-03-23,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.6,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.00402,https://nvd.nist.gov/vuln/detail/CVE-2025-6301,2025-01-15
CVE-2022-4104,2022-04-24,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,7.2,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.00616,https://nvd.nist.gov/vuln/detail/CVE-2022-4104,2025-01-15
CVE-2023-5859,2023-05-25,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.1,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.44314,https://nvd.nist.gov/vuln/detail/CVE-2023-5859,2025-01-15
CVE-2022-5737,2022-06-26,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.9,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00817,https://nvd.nist.gov/vuln/detail/CVE-2022-5737,2025-01-15
CVE-2023-7619,2023-07-27,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.0,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.00822,https://nvd.nist.gov/vuln/detail/CVE-2023-7619,2025-01-15
CVE-2023-8805,2023-08-28,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.7,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.00066,https://nvd.nist.gov/vuln/detail/CVE-2023-8805,2025-01-15
CVE-2026-2069,2026-09-01,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,6.8,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.00332,https://nvd.nist.gov/vuln/detail/CVE-2026-2069,2025-01-15
CVE-2025-2693,2025-10-02,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,6.8,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.03353,https://nvd.nist.gov/vuln/detail/CVE-2025-2693,2025-01-15
CVE-2022-2959,2022-11-03,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.9,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.01016,https://nvd.nist.gov/vuln/detail/CVE-2022-2959,2025-01-15
CVE-2025-2291,2025-12-04,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,8.4,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.04199,https://nvd.nist.gov/vuln/detail/CVE-2025-2291,2025-01-15
CVE-2023-6486,2023-01-05,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.8,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.0211,https://nvd.nist.gov/vuln/detail/CVE-2023-6486,2025-01-15
CVE-2026-1663,2026-02-06,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,7.1,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.04853,https://nvd.nist.gov/vuln/detail/CVE-2026-1663,2025-01-15
CVE-2023-6592,2023-03-07,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.4,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.8812,https://nvd.nist.gov/vuln/detail/CVE-2023-6592,2025-01-15
CVE-2026-3931,2026-04-08,Authentication bypass in Core Banking Framework session handling allows unauthenticated attacker to bypass administrative controls,7.5,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.03939,https://nvd.nist.gov/vuln/detail/CVE-2026-3931,2025-01-15
CVE-2026-8266,2026-05-09,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,5.5,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.89205,https://nvd.nist.gov/vuln/detail/CVE-2026-8266,2025-01-15
CVE-2022-3049,2022-06-10,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,7.8,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.02319,https://nvd.nist.gov/vuln/detail/CVE-2022-3049,2025-01-15
CVE-2023-1262,2023-07-11,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,7.5,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,True,0.82531,https://nvd.nist.gov/vuln/detail/CVE-2023-1262,2025-01-15
CVE-2026-5107,2026-08-12,Pre-authentication buffer overflow in Web Application Firewall network listener leads to remote code execution,9.0,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.43902,https://nvd.nist.gov/vuln/detail/CVE-2026-5107,2025-01-15
CVE-2024-9110,2024-09-13,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,7.1,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.02574,https://nvd.nist.gov/vuln/detail/CVE-2024-9110,2025-01-15
CVE-2026-3731,2026-10-14,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,5.7,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.04982,https://nvd.nist.gov/vuln/detail/CVE-2026-3731,2025-01-15
CVE-2026-4440,2026-11-15,Remote code execution in Web Application Firewall allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.5,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.03493,https://nvd.nist.gov/vuln/detail/CVE-2026-4440,2025-01-15
CVE-2023-5736,2023-12-16,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,6.4,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.82548,https://nvd.nist.gov/vuln/detail/CVE-2023-5736,2025-01-15
CVE-2024-1699,2024-01-17,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,5.8,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,True,0.73322,https://nvd.nist.gov/vuln/detail/CVE-2024-1699,2025-01-15
CVE-2026-8400,2026-02-18,Information disclosure in Embedded IoT Gateway API endpoint leaks sensitive cryptographic keys and internal session tokens,6.1,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.02305,https://nvd.nist.gov/vuln/detail/CVE-2026-8400,2025-01-15
CVE-2024-5488,2024-03-19,SQL injection flaw in Enterprise Router OS backend parser allows unauthorized read and write access to sensitive database tables,8.2,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.01594,https://nvd.nist.gov/vuln/detail/CVE-2024-5488,2025-01-15
CVE-2026-3914,2026-04-20,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.1,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.02728,https://nvd.nist.gov/vuln/detail/CVE-2026-3914,2025-01-15
CVE-2025-7668,2025-05-21,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.0,CloudData,Cloud Database Engine,3.0.0,4.9.0,,True,0.91524,https://nvd.nist.gov/vuln/detail/CVE-2025-7668,2025-01-15
CVE-2025-7420,2025-06-22,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.4,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.00325,https://nvd.nist.gov/vuln/detail/CVE-2025-7420,2025-01-15
CVE-2022-8996,2022-07-23,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,5.9,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.00994,https://nvd.nist.gov/vuln/detail/CVE-2022-8996,2025-01-15
CVE-2023-8806,2023-08-24,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.1,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.00643,https://nvd.nist.gov/vuln/detail/CVE-2023-8806,2025-01-15
CVE-2025-2353,2025-09-25,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,7.0,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.02198,https://nvd.nist.gov/vuln/detail/CVE-2025-2353,2025-01-15
CVE-2025-4709,2025-10-26,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,6.3,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.44818,https://nvd.nist.gov/vuln/detail/CVE-2025-4709,2025-01-15
CVE-2026-2707,2026-11-27,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.6,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.03513,https://nvd.nist.gov/vuln/detail/CVE-2026-2707,2025-01-15
CVE-2025-9571,2025-12-28,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,7.4,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.47268,https://nvd.nist.gov/vuln/detail/CVE-2025-9571,2025-01-15
CVE-2023-8805,2023-01-01,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.6,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,True,0.54585,https://nvd.nist.gov/vuln/detail/CVE-2023-8805,2025-01-15
